Senator,Estimated Holdings,Symbol,Company,Sector,Industry
John Hoeven (R-ND),"$229,500",WW,"Weight Watchers International, Inc.",Technology,Semiconductors
Dick Durbin (D-IL),"$228,600",FBIOX,Fidelity Select Biotechnology Portfolio,Technology,Semiconductors
Mazie K Hirono (D-HI),"$228,100",EXDAX,Manning & Napier Pro-Blend Cnsrv Term Fund,Technology,Semiconductors
Bill Cassidy (R-LA),"$228,000",JNBAX,JPMorgan Income Builder Select,Technology,Semiconductors
James M Inhofe (R-OK),"$228,000",COST,Costco Wholesale,Technology,Semiconductors
Bill Cassidy (R-LA),"$227,800",OAKBX,Oakmark Equity & Income Fund,Technology,Semiconductors
Ted Cruz (R-TX),"$227,100",EPD,Enterprise Products Partners,Technology,Semiconductors
Tina Smith (D-MN),"$226,800",MDT,Medtronic Inc,Technology,Semiconductors
John Hoeven (R-ND),"$226,300",AVGO,Broadcom Inc.,Technology,Semiconductors
David Perdue (R-GA),"$225,600",MOS,Mosaic Co,Finance,Investment Bankers/Brokers/Service
Tim Kaine (D-VA),"$225,400",VWIAX,Vanguard Wellesley Income Inv,Finance,Investment Bankers/Brokers/Service
Tina Smith (D-MN),"$224,400",USB,U.S. Bancorp,Finance,Investment Bankers/Brokers/Service
Sheldon Whitehouse (D-RI),"$223,900",UNH,Unitedhealth Group,Finance,Investment Bankers/Brokers/Service
Lamar Alexander (R-TN),"$223,500",GTEYX,Gateway Y,Finance,Investment Bankers/Brokers/Service
Ron Wyden (D-OR),"$223,300",DFSTX,DFA US Small Cap Fund,Finance,Investment Bankers/Brokers/Service
Kelly Loeffler (R-GA),"$222,100",CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service
Mitch McConnell (R-KY),"$222,000",AGTHX,American Funds Growth Fund of America,Technology,Computer Software: Prepackaged Software
John Hoeven (R-ND),"$221,000",MGBIX,AMG Managers Bond Service (NASDAQ),Technology,Computer Software: Prepackaged Software
Tim Kaine (D-VA),"$219,900",SGENX,First Eagle Funds - Global Fund Mutual Fund,Technology,Computer Software: Prepackaged Software
David Perdue (R-GA),"$219,400",WPX,WPX Energy,Technology,Computer Software: Prepackaged Software
Sheldon Whitehouse (D-RI),"$217,700",SBUX,Starbucks Corp,Technology,Computer Software: Prepackaged Software
Ben Sasse (R-NE),"$217,300",VUG,Vanguard Growth ETF,Technology,Computer Software: Prepackaged Software
David Perdue (R-GA),"$217,200",JPM,JPMorgan Chase & Co,Technology,Computer Software: Prepackaged Software
Kamala Harris (D-CA),"$217,200",EPP,iShares MSCI Pacific ex Japan ETF,Technology,Computer Software: Prepackaged Software
Richard Burr (R-NC),"$215,700",EPD,Enterprise Products Partners,Technology,Computer Software: Prepackaged Software
Ron Wyden (D-OR),"$215,400",MCLOX,Blackrock Global Allocation Fund,Technology,Computer Software: Prepackaged Software
Susan Collins (R-ME),"$215,300",ECL,Ecolab Inc,Technology,Computer Software: Prepackaged Software
Mark Warner (D-VA),"$215,100",IWP,iShares Russell Mid Cap Growth ETF,Technology,Computer Software: Prepackaged Software
Pat Toomey (R-PA),"$214,300",PHD,PHILLIPS EDISON GR,Technology,Computer Software: Prepackaged Software
Sheldon Whitehouse (D-RI),"$214,100",PG,Procter & Gamble,Technology,Computer Software: Prepackaged Software
Dan Sullivan (R-AK),"$214,100",MCLOX,Blackrock Global Allocation Fund,Technology,Computer Software: Prepackaged Software
John Hoeven (R-ND),"$212,500",VFC,V.F. Corporation,Technology,Computer Software: Prepackaged Software
Kelly Loeffler (R-GA),"$211,900",CVX,Chevron Corp,Technology,Computer Software: Prepackaged Software
Ben Cardin (D-MD),"$211,600",GVI,iShares Interm Government/Credit Bond,Technology,Computer Software: Prepackaged Software
David Perdue (R-GA),"$211,500",FDX,FedEx Corp,Technology,Computer Software: Prepackaged Software
Tom Carper (D-DE),"$211,200",SPY,S&P 500 EFT,Technology,Computer Software: Prepackaged Software
Ron Wyden (D-OR),"$210,700",MERFX,MERFX - Merger (NASDAQ),Technology,Computer Software: Prepackaged Software
Lamar Alexander (R-TN),"$209,900",PAAIX,Pimco All Asset Institutional Fund,Technology,Computer Software: Prepackaged Software
Ron Wyden (D-OR),"$209,600",GTECX,Gateway Fund,Technology,Computer Software: Prepackaged Software
Pat Toomey (R-PA),"$209,500",CAPL,CrossAmerica Partners,Technology,Computer Software: Prepackaged Software
Sheldon Whitehouse (D-RI),"$209,400",BAC,Bank of America,Technology,Computer Software: Prepackaged Software
Pat Toomey (R-PA),"$209,000",SDY,SDY-SPDR S&P Dividend ETF,Technology,Computer Software: Prepackaged Software
Tina Smith (D-MN),"$208,900",PEP,Pepsico Inc,Technology,Computer Software: Prepackaged Software
John Boozman (R-AR),"$208,200",GSY,INVESCO short term treas MM,Technology,Computer Software: Prepackaged Software
Tim Kaine (D-VA),"$207,400",BMY,Bristol-Myers Squibb,Technology,Computer Software: Prepackaged Software
Ron Wyden (D-OR),"$206,900",ODMAX,Oppenheimer Developing Markets Fund,Technology,Computer Software: Prepackaged Software
Steve Daines (R-MT),"$206,800",AMUSX,American Funds US Government Sec Fund,Technology,Computer Software: Prepackaged Software
John Hoeven (R-ND),"$206,100",CAT,Caterpillar Inc,Technology,Computer Software: Prepackaged Software
Amy Klobuchar (D-MN),"$205,500",FJRLX,Fidelity Adv Limited Term Bond,Technology,Computer Software: Prepackaged Software
Bill Cassidy (R-LA),"$204,200",IVWAX,IVA Worldwide I,Technology,Computer Software: Prepackaged Software
Kamala Harris (D-CA),"$204,200",LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,Technology,Computer Software: Prepackaged Software
Ron Wyden (D-OR),"$203,800",BGT,BlackRock Floating Rate Income Fund,Technology,Computer Software: Prepackaged Software
Dan Sullivan (R-AK),"$202,800",MDNLX,BlackRock National Municipal Fund,Technology,Computer Software: Prepackaged Software
John Boozman (R-AR),"$202,100",STT,State Street Bank & Trust Co,Technology,Computer Software: Prepackaged Software
David Perdue (R-GA),"$201,400",FEYE,FireEye Inc,Technology,Computer Software: Prepackaged Software
Kamala Harris (D-CA),"$200,700",EWC,iShares MSCI Canada ETF,Technology,Computer Software: Prepackaged Software
Kelly Loeffler (R-GA),"$200,200",CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software
Sheldon Whitehouse (D-RI),"$200,000",NKE,Nike Inc,Consumer Services,Real Estate Investment Trusts
Sheldon Whitehouse (D-RI),"$199,100",PEP,Pepsico Inc,Consumer Services,Real Estate Investment Trusts
John Cornyn (R-TX),"$198,900",ANEFX,American Funds New Economy Fund,Consumer Services,Real Estate Investment Trusts
Tina Smith (D-MN),"$198,800",GIS,General Mills,Consumer Services,Real Estate Investment Trusts
Dianne Feinstein (D-CA),"$198,200",USFD,U.S. Foods Holding Group,Consumer Services,Real Estate Investment Trusts
Rob Portman (R-OH),"$197,800",VMLUX,Vanguard Limited Tax-Exempt Fund,Consumer Services,Real Estate Investment Trusts
Kamala Harris (D-CA),"$197,800",VSGAX,Vanguard Small Cap Growth Index,Consumer Services,Real Estate Investment Trusts
Rob Portman (R-OH),"$197,300",SDY,SDY-SPDR S&P Dividend ETF,Consumer Services,Real Estate Investment Trusts
Susan Collins (R-ME),"$196,500",AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts
Kamala Harris (D-CA),"$196,200",EWJ,iShares Inc - iShares MSCI Japan ETF,Consumer Services,Television Services
Richard Burr (R-NC),"$196,000",USB,U.S. Bancorp,Consumer Services,Television Services
Richard Blumenthal (D-CT),"$195,100",GBDC,Golub BDC Inc,Consumer Services,Television Services
Jerry Moran (R-KS),"$194,700",FZAHX,Fidelity Growth Opportunity Fund,Consumer Services,Television Services
Ron Wyden (D-OR),"$193,200",JHAIX,JHancock Global Absolute Ret Strats I,Consumer Services,Television Services
David Perdue (R-GA),"$192,800",HBI,Hanesbrands Inc.,Consumer Services,Television Services
Tim Kaine (D-VA),"$192,600",LSBDX,Loomis Sayles Bond Institutional,Consumer Services,Television Services
Catherine Cortez Masto (D-NV),"$192,000",HIMCX,Hartford MidCap HLS IA,Consumer Services,Television Services
Pat Toomey (R-PA),"$191,600",IWF,iShares Russell 1000 Growth,Consumer Services,Television Services
Rob Portman (R-OH),"$188,700",VYM,Vanguard High Dividend Yield ETF,Consumer Services,Television Services
Rob Portman (R-OH),"$188,300",VWSTX,Vanguard Short Term Tax Exempt Fund,Consumer Services,Television Services
David Perdue (R-GA),"$187,600",URBN,"Urban Outfitters, Inc.",Consumer Services,Television Services
David Perdue (R-GA),"$186,900",LGF-B,Lions Gate Entertainment Corp.,Consumer Services,Television Services
Kamala Harris (D-CA),"$186,800",IEI,iShares 3-7 Year Treasury Bond ETF,Consumer Services,Television Services
John Hoeven (R-ND),"$186,200",BIV,BIV Vanguard Bond Intermediate ETF,Consumer Services,Television Services
Kamala Harris (D-CA),"$185,800",TIP,iShares Tips Bond ETF,Consumer Services,Television Services
James M Inhofe (R-OK),"$185,500",BAM,Broofield Asset Management,Consumer Services,Television Services
Susan Collins (R-ME),"$184,800",FB,Facebook Inc,Consumer Services,Television Services
John Hoeven (R-ND),"$183,200",FBNRX,Templeton Global Bond Fund,Consumer Services,Television Services
Dianne Feinstein (D-CA),"$183,100",CHTR,"Charter Communications, Inc.",Consumer Services,Television Services
Doug Jones (D-AL),"$182,900",RF,Regions Financial,Technology,"Computer Software: Programming, Data Processing"
David Perdue (R-GA),"$182,400",AXTA,Axalta Coating Systems Ltd.,Technology,"Computer Software: Programming, Data Processing"
Tammy Duckworth (D-IL),"$181,800",VDADX,Vanguard Dividend Apprec Index,Technology,"Computer Software: Programming, Data Processing"
John Hoeven (R-ND),"$180,100",BMEZ,BlackRock Health Sciences Trust II,Technology,"Computer Software: Programming, Data Processing"
Jeff Merkley (D-OR),"$179,900",FCNKX,Fidelity Contrafund,Technology,"Computer Software: Programming, Data Processing"
Sheldon Whitehouse (D-RI),"$178,800",HD,Home Depot,Technology,"Computer Software: Programming, Data Processing"
Angus King (D-ME),"$178,100",UNH,Unitedhealth Group,Technology,"Computer Software: Programming, Data Processing"
Tom Carper (D-DE),"$177,900",BAC,Bank of America,Technology,"Computer Software: Programming, Data Processing"
Dan Sullivan (R-AK),"$177,100",VPMAX,Vanguard PRIMECAP Fund,Technology,"Computer Software: Programming, Data Processing"
David Perdue (R-GA),"$176,000",WLK,Westlake Chemical,Technology,"Computer Software: Programming, Data Processing"
Tammy Duckworth (D-IL),"$174,700",VUG,Vanguard Growth ETF,Technology,"Computer Software: Programming, Data Processing"
Tim Kaine (D-VA),"$173,900",FBNRX,Templeton Global Bond Fund,Technology,"Computer Software: Programming, Data Processing"
David Perdue (R-GA),"$171,800",BOIVF,Bollore,Technology,"Computer Software: Programming, Data Processing"
David Perdue (R-GA),"$171,500",DISCA,Discovery Communications,Technology,"Computer Software: Programming, Data Processing"
John Cornyn (R-TX),"$171,400",AGTHX,American Funds Growth Fund of America,Technology,"Computer Software: Programming, Data Processing"
Ben Cardin (D-MD),"$169,900",IVW,iShares S&P 500 Growth ETF,Technology,"Computer Software: Programming, Data Processing"
Tom Udall (D-NM),"$168,100",NYVTX,Davis NY Venture A (NASDAQ),Technology,"Computer Software: Programming, Data Processing"
Kelly Loeffler (R-GA),"$168,000",ORCL,Oracle Corp,Technology,"Computer Software: Programming, Data Processing"
Susan Collins (R-ME),"$165,400",GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
Dianne Feinstein (D-CA),"$165,200",FB,Facebook Inc,Technology,"Computer Software: Programming, Data Processing"
John Hoeven (R-ND),"$165,000",GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
Kamala Harris (D-CA),"$163,700",EWU,iShares MSCI United Kingdom ETF,Health Care,Medical/Dental Instruments
John Boozman (R-AR),"$162,100",EFA,Equity Investments MSCI EAFE,Health Care,Medical/Dental Instruments
Gary Peters (D-MI),"$161,300",LOW,Lowe's Companies,Health Care,Medical/Dental Instruments
Tina Smith (D-MN),"$160,500",FIS,Fidelity National Information Services,Health Care,Medical/Dental Instruments
John Hoeven (R-ND),"$160,500",LYB,LyondellBasell Industries N.V.,Health Care,Medical/Dental Instruments
Sheldon Whitehouse (D-RI),"$160,300",MMM,3M Company,Health Care,Medical/Dental Instruments
Tina Smith (D-MN),"$160,300",OXFD,Oxford Immunotec Global PLC,Health Care,Major Pharmaceuticals
Catherine Cortez Masto (D-NV),"$159,500",OPMYX,OPMYX - Oppenheimer Main Street Mid Cap Y,Health Care,Major Pharmaceuticals
Tammy Duckworth (D-IL),"$159,400",RPEBX,American Funds New Perspective Fund,Health Care,Major Pharmaceuticals
Ben Cardin (D-MD),"$158,100",IEF,iShares 7-10 Year Treasury Bond Fund,Health Care,Major Pharmaceuticals
Tina Smith (D-MN),"$157,600",ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$156,600",WMT,Wal-Mart Stores,Capital Goods,Electrical Products
Ben Sasse (R-NE),"$156,000",VTV,Vanguard Index Funds - Vanguard Value ETF,Capital Goods,Electrical Products
Pat Toomey (R-PA),"$155,800",XLV,Health Care Sel Sect Spdr Fund,Capital Goods,Electrical Products
Tom Udall (D-NM),"$155,500",CWGIX,American Cap World Growth Income Fund,Capital Goods,Electrical Products
Tom Udall (D-NM),"$154,900",AGTHX,American Funds Growth Fund of America,Capital Goods,Electrical Products
Sheldon Whitehouse (D-RI),"$154,600",GS,Goldman Sachs,Capital Goods,Electrical Products
Tammy Duckworth (D-IL),"$154,000",ITW,Illinois Tool Works,Capital Goods,Electrical Products
Michael Bennet (D-CO),"$152,700",VGHCX,Vanguard Health Care Inv Fund,Capital Goods,Electrical Products
Gary Peters (D-MI),"$151,800",SHW,Sherwin-Williams Co,Capital Goods,Electrical Products
Tim Kaine (D-VA),"$151,800",CVX,Chevron Corp,Capital Goods,Electrical Products
Patrick Leahy (D-VT),"$151,000",LMESX,ClearBridge Appreciation Fund,Capital Goods,Electrical Products
John Hoeven (R-ND),"$150,000",DOW,Dow Chemical,Capital Goods,Electrical Products
Susan Collins (R-ME),"$149,600",UNP,Union Pacific Corp,Capital Goods,Electrical Products
Elizabeth Warren (D-MA),"$148,300",TBIIX,TIAA-CREF Bond Index - Institutional,Capital Goods,Electrical Products
Susan Collins (R-ME),"$148,200",APH,Amphenol Corporation,Capital Goods,Electrical Products
Angus King (D-ME),"$148,100",AAPL,Apple Inc.,Technology,Computer Manufacturing
Thom Tillis (R-NC),"$147,500",IEMFX,T Rowe Price Institutional Emerging Markets Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Sheldon Whitehouse (D-RI),"$146,900",GILD,Gilead Sciences,Consumer Non-Durables,Beverages (Production/Distribution)
David Perdue (R-GA),"$146,800",SYY,Sysco Corp,Consumer Non-Durables,Beverages (Production/Distribution)
David Perdue (R-GA),"$146,800",PG,Procter & Gamble,Consumer Non-Durables,Beverages (Production/Distribution)
David Perdue (R-GA),"$146,300",BMY,Bristol-Myers Squibb,Consumer Non-Durables,Beverages (Production/Distribution)
Tammy Duckworth (D-IL),"$145,800",VEU,Vanguard FTSE All World Ex-US Index,Consumer Non-Durables,Beverages (Production/Distribution)
Michael Bennet (D-CO),"$145,100",VOO,Vanguard 500 Index,Consumer Non-Durables,Beverages (Production/Distribution)
Rob Portman (R-OH),"$145,100",VOO,Vanguard 500 Index,Consumer Non-Durables,Beverages (Production/Distribution)
Chuck Grassley (R-IA),"$144,700",RSEGX,RS Small Cap Growth Mutual Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Thad Cochran (R-MS),"$144,300",DHR,Danaher Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Ron Wyden (D-OR),"$144,300",JUEAX,JP Morgan US equity fund,Consumer Non-Durables,Beverages (Production/Distribution)
David Perdue (R-GA),"$144,000",DD,DowDuPont Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Gary Peters (D-MI),"$143,700",MSFT,Microsoft Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Kamala Harris (D-CA),"$143,000",PCY,PowerShares Emerging Markets Sov Dbt ETF,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$143,000",TFC,BB&T Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Dan Sullivan (R-AK),"$143,000",AGTHX,American Funds Growth Fund of America,Consumer Non-Durables,Beverages (Production/Distribution)
John Hoeven (R-ND),"$142,400",BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution)
John Hoeven (R-ND),"$142,300",FISPX,Federated Max-Cap Index Institutional,Consumer Services,Catalog/Specialty Distribution
Jerry Moran (R-KS),"$142,200",AIVSX,Investment Co of America,Consumer Services,Catalog/Specialty Distribution
David Perdue (R-GA),"$142,100",MDLZ,Kraft Foods,Consumer Services,Catalog/Specialty Distribution
Mitch McConnell (R-KY),"$141,700",DPFFX,DPFFX - Delaware Diversified Income Fund (NASDAQ),Consumer Services,Catalog/Specialty Distribution
David Perdue (R-GA),"$141,200",SBUX,Starbucks Corp,Consumer Services,Catalog/Specialty Distribution
Gary Peters (D-MI),"$140,600",FFFEX,Fidelity Freedom 2030 Fund,Consumer Services,Catalog/Specialty Distribution
Rob Portman (R-OH),"$140,600",EAASX,Eaton Vance Atlanta Small Mid Cap Fund,Consumer Services,Catalog/Specialty Distribution
Sheldon Whitehouse (D-RI),"$140,500",CVS,CVS Health,Consumer Services,Catalog/Specialty Distribution
Dick Durbin (D-IL),"$140,500",FSRFX,Fidelity Select Transportation,Consumer Services,Catalog/Specialty Distribution
Lisa Murkowski (R-AK),"$140,200",SCHB,Schwab US Broad Market ETF,Consumer Services,Catalog/Specialty Distribution
John Hoeven (R-ND),"$139,700",PRPFX,Permanent Portfolio (NASDAQ),Consumer Services,Catalog/Specialty Distribution
Joe Manchin (D-WV),"$139,700",DTMEX,DFA Tax-Managed US Eq,Consumer Services,Catalog/Specialty Distribution
John Hoeven (R-ND),"$139,500",MET,MetLife Inc,Consumer Services,Catalog/Specialty Distribution
Sheldon Whitehouse (D-RI),"$139,400",HON,Honeywell International,Consumer Services,Catalog/Specialty Distribution
Shelley Moore Capito (R-WV),"$139,000",JNJ,Johnson & Johnson,Consumer Services,Catalog/Specialty Distribution
Tom Udall (D-NM),"$136,700",USA,Liberty Composite Fund,Consumer Services,Catalog/Specialty Distribution
Tammy Duckworth (D-IL),"$136,700",RIBEX,American Funds Investment Co of America,Consumer Services,Catalog/Specialty Distribution
David Perdue (R-GA),"$136,000",GPK,Graphic Packaging Holding,Consumer Services,Catalog/Specialty Distribution
Kamala Harris (D-CA),"$135,600",BSV,Vanguard Short Term Bond Fund,Consumer Services,Catalog/Specialty Distribution
Susan Collins (R-ME),"$134,900",SYK,Concentric Medical Inc,Consumer Services,Catalog/Specialty Distribution
Sheldon Whitehouse (D-RI),"$134,900",LMT,Lockheed Martin,Consumer Services,Catalog/Specialty Distribution
Sheldon Whitehouse (D-RI),"$134,700",IFF,International Flavors & Fragrances Inc,Consumer Services,Catalog/Specialty Distribution
